id,aggression,offense,codemixed,tweet
2806,0,0,0,"Chidambaram: They are saying- fake currency, black money and terror funding. 

The fake currency eventually turned out to be 0.0027%.. absolutely negligible. 

Black money.. within days and weeks of this demonetisation, IT department siezed unaccounted money in the new 2k notes "
5344,1,0,0,"It's good to give Dawah, but JP's views are worrying since even if he converted to Islam he might still try to twist it to fit his desires as he does with Christianity. This is why salivating over his conversion doesn't make sense to me. "
3813,2,1,1,"यूएपीए के कारण प्रो साईंबाबा को वर्षों तक जेल में रहना पड़ा और उनके प्रियजनों को असहाय होकर देखना पड़ा।  UAPA एक राक्षस है जिसे बीजेपी और कांग्रेस के सहयोग से बनाया गया है।  इसके शिकार ज्यादातर निर्दोष मुसलमान, दलित, आदिवासी और असंतुष्ट हैं। "
2654,2,0,1,"How to investigate the tribal landlessly should be checked. ? Adivasi had lived in the forests for centuries, did the whole land? #आदिवासियों_की_जमीने_हड़पना_बंद_करो #32percent_reservation_rights #किसान_खाद्य_मांगे #लाडलीकाबास_रास्ता_बनाओ @USER @USER "
192,0,0,0,U can't compare urban flood in Karachi and flood in Swat.. 
4183,2,0,1,How come corruption end by over night demonetisation.. Kashmir terrorism end by article 370 that's what government said. I don't think Muslim to blame. Instead the liar government which fooling us in all aspects for the past 8 yrs 
1823,1,0,1,"What is this martialrape and this means from now on one new law will be made for men's where they can get abused by women's under this law without any reason and women's have another power like 375-76 case, wow . #MaritalRape "
932,1,1,1,"The vision of RSS is based on the book ""BUNCH OF THOUGHT"" by Golwalkar and the ideas of Savarkar who always opposed the freedom struggle of India #RSSQuitIndia "
3553,1,0,1,More than half of the anchors from the 8 news channels analysed for the study belong to upper caste groups while no channel had anchors from Dalit or Adivasi community to host the debate. #IndiaWithoutDiscrimination 
7305,0,0,1,"Gandhi, "
5982,0,0,0,"so juicy and tasty!

so hungry now "
4521,1,0,0,"Inflation through the roof, families relying on food banks, farmers being ripped off by the supermarkets and struggling. All in the UK right now.  Pouring away food and drink will inflate prices, push more people into poverty and destroy agriculture. This is not a solution "
2638,2,1,1,"What about bjp scams

Coffingate
Vyapam
Mines scam
Jobs scam
Scam exposed by S Malik
Karnataka cut commission
UP police extortion list

And
Demonetisation
Electoral bonds
Horse trading "
1253,0,0,1,"no idea,but kirloskar,golwalkar, narlikar and many more i used to think were chitpavan/deshastha are actually krhade. infact the majority of the big names apart from politics are from this really tiny sect of 6-7 lakhs i think whereas rest are about 4-5 million strong "
6195,0,0,1,I have tons of dalit friend everyone is earning well and  doing really well in their respective lives. See Ankur just decide one thing till when you gonna hide your incompetence and blame erryone else instead of working on yo self 
7591,0,0,1,"@USER great work in correcting the pay for the Women's cricket team. However, we can do more... Like there are mixed doubles in Tennis may be time to consider launching a mixed Cricket tournament @USER #equalopportunities #EqualRights #indiancricket "
7876,1,1,0,"Then how come he committed so many gigantic blunders, many of which we still suffer from today? 

As a person, he might have qualities; but he was an utter failure of Himalayan proportions as a leader.

People like you need Nehru to hide your own blunders! That's the truth. "
3528,0,0,0,"I mean, he in particular has always been particularly vile. Marital rape not being real since your husband owns you is his original claim to fame after all. "
2071,1,1,1,"#AkhandBharat ksise banayein?
Godi pattalkars have the answer:
News18: “Kaagaz nahin dikhayenge par #Garba mein aayenge?
Zee News: Mere garbe mein tumhara kya kaam hai
Aaj Tak: “breaking analysis of love jihad” @USER pandals 
Times Now: Garba bahaana, Hindu betiyaan nishaana? "
3830,2,1,0,"Others can?

We all know who supported UAPA.

He's probably one of those rare MPs in parliament who understand Fiqhi masaail. They've actually been instrumental in educating a lot of Muslims through their medical, engineering, architecture,nursing, pharma colleges. "
2988,2,1,0,"Supreme Court agrees to look into process by which demonetisation was imposed. 5-judge bench asks Centre for correspondence with RBI, minutes of key meeting, and more. The horse has long ago bolted, but the court seemed inclined to look at the stable, anyway. "
3338,2,1,1,"An event in 2016 , being carried forward even in 2022 ....  Indian Politicians from Opposition lack vision for a developing Nation ...  India will move 10 years back if ever these Politicians get another opportunity to occupy North and South block .... #Demonetisation #BJP "
4480,0,0,0,"Retail capitulation rhymes but history suggests an interesting nuance lies downstream of the inflation & tightening rates hitting all segments: the money to cope must come from somewhere.

Even if one doesn't subscribe to this being a superbubble ending in era of dehegemonization "
410,2,1,0,"I used to admire u for ur movie Dhoop  but found myself dumb when u r actively supporting middleman in farmer's bill. My eyes are wide open no charm of urs can make me dumb now, same with others. Enjoy till u can but u know  ..mirror never lies. "
5232,1,1,0,"Y are a drama queen crying for seeing women wearing a hijab.
Hijab is obligation an a must in Islam, the end.
I am Muslim not y, to say anything about my religion "
7161,2,1,1,Photo kisi ki na lage jaisa chal ra chalane de me nahi chahata ki baba saheb ya any kiti insan ko log apna thuk laga kar unke charitr pan dag lage or gandhi us layak he use waise hi rahane de 
6645,0,0,0,"Yeah, they are really fun to solve and help to improve your problem-solving and critical-thinking skills as well! "
4289,2,0,0,"...genesis of the matter, you will mistake the scenario for lynching a pick-pocket or jungle justice on a mere thief but it was one hardworking Nigeria humiliated by non-state actors all in the name of undocumented IGR. The women trading on that road and passerby(ies) were just.. "
7173,1,0,0,Says Robert Vadra's brother-in-law and Sonia Gandhi's son. 
1179,0,0,1,Don't know about Golwalkar tho। 
6722,0,0,0,nan 
3001,1,0,0,Rightly said if you don't keep judiciary seperated from govt then it will be a havoc in future. Remember when there's no one to question someone it's not democracy. Also demonetisation needs to be questioned afterall the decision had a huge impact on day to day life 
2065,0,1,0,"No g8 mystery, females socialised on Bollywood & conservative sexual norms are attracted to deviant & dominant male archetypes, Abduls hv developed strong eco-system in persuit of pelf & LoveJihad wd ideological zeal peruse them as prey wd higher chances of success vs Hindu males "
1001,1,0,1,RSS ab Sawarkar  Golwalkar Bhagwat ki baton ko bhulkr ghalat kr di kya ya desh k liye achha kiya 
5257,0,1,1,First frame 
2894,0,0,0,"Someone filed PIL against demonetisation. Will SC ask RBI to reprint old 500/1000 notes and distribute it amongst people.
Hope they do. "
4657,2,1,0,Is now Aegon going to rape the people children 
3376,1,0,0,"The proponents of the new Marital Rape laws keep saying that the possible misuse of a law shouldn't prevent the creation such a law that can help protect women.
Don't people see this gross misuse of these laws which are not gender-neutral? "
1433,1,0,0,"If marital rape is considered by law system, then house will become judicial custody. Then marriage will be meaningless and has to be boycotted from society "
3362,0,0,0,"And the easiest way to achieve such a pluralistic society is secularism.
Because then no group will dictate their law onto the other groups. "
290,1,0,0,Farmer's bill has been made to uplift farmers. Opposition is hell bent to prove it otherwise. 
39,2,1,0,"I have not mentioned undertrials, Ram Rahim, Nityananda, Asaram and many more. I gave links and tweeted about rape by temple priest to show what selectivism is! Criminals in any community should not be recognised by the community. So don't be selective to further your agenda "
8144,0,0,1,I love you so much Suga ......I always pray to god to keep you healthy .......i am a indian army 
7808,1,0,1,"@USER request you host program on our Ex PM, Nehru ji, Smt. Indira (Firoz) , Rajiv Gandhi roots. We are confused all these people of which origin? Please bring it on Left Right Centre in Mr Ajit "
7286,0,0,0,"You may never know what results come of your actions, but if you do nothing, there will be no results. - Gandhi #quote "
1477,1,0,0,"Way to go, d change we want, d Nigeria we all desire begins with us all,d federal govt failed at selling that concept of ""change begin with me"" to Nigeria, it's beginning to done on us dt we have to be the change we want, another annoying one is OPEN DEFECATION God help us all. "
2874,0,0,0,"Chidambaram: There could be cases where there was monetary loss but the vast majority of people did not suffer loss but what about non-monetary hardships? 100 people died in queues.

They should have taken into account the non-monetary loss. #SupremeCourt #Demonetisation "
7778,2,1,1,Nehru ne Desh ka beda Garg kar Diya. aise ghatiya aadami ko to desh ko roj yad karna chahie ki Congress ne Desh ka Kitna nuksan Kiya hai jiski bharpai arabon rupaye dekar bhi nahin ho sakti aur aapko Nehru ji per pyar a raha hai 
2251,2,0,1,"Tho kya marane ke liye kiya tha demonetisation? People died waiting in lines, so much disruption if it all had to come back to square one anyway? "
1792,1,0,0,@USER @USER @USER @USER why is the map of India not shown properly?? 
2671,0,0,1,"Solicitor-General Tushar Mehta begins.

SG: My suggestion is individual problems and issues may be taken care of on the admin side...need not waste the time of consti bench. #Demonetisation #SupremeCourtofIndia "
1308,0,0,0,"This week, as the #delhihighcourt hears arguments to potentially criminalize marital rape, the debate has crash-landed out of the courtroom into keyboard warrior territory. "
3292,1,0,0,Hence kill a goat and eat it. 
2333,0,1,0,"Ah yes , those people are poor , mentally ill and drug addicts , and even they have enough sense  not to practice mass open defecation "
5903,2,1,1,"Here we go again! .
Lockdown   21   ... I see stupid people  in their cars alone wearing double masks!... WTF? ...Come on! Are we going to fall for this  again?... Oh yes we are ... because we have been brainwashed! ... All Hail .. The Big Pharmaceuticals!  ... Profits! "
6619,1,0,1,Tab pakistan bna hi nhi ta aise to bhagat singh bi pakistani ho jayega 
3333,2,0,1,This will start making all religions to become radicals... pseudo secularism already started this feeling in everyone's mind... 
1526,2,0,0,I hope the same Government has provided an alternative place for proper disposal of refuse cos the Kogi that I know needs proper hygiene overhaul starting with educating the people on the scourge called open defecation. 
4520,1,1,0,And yet I have never never never heard any plan for the economy or inflation from any Republican. Not one plan! All I hear is them taking away rights and just doing more Benghazi-like investigations. So maybe you should ask for the MAGA plan for inflation… 
7757,0,0,0,"Not just CSK, Raza can be an asset for any IPL team who is looking for a good middle order batsman with the ability to bowl 2 to 3 overs in every match. Hope he gets a IPL contract in this auction. "
5634,0,0,0,The CDC has added COVID-19 vaccine to its list of recommended childhood vaccines. Whether this vaccine becomes mandatory for kids attending schools in PA depends on who is elected in November. Mastriano and Dr. Oz are AGAINST mandatory COVID-19 vaccines for kids. 
2974,1,0,0,Demonetisation is an Executive decision. What has Courts to do with it. Tomorrow Armed forces may have to take Court permission before firing bullets/missiles or later explain the decision making process!! Then explain what Diplomats spoke abroad and logic behind it. LIMITS. 
7599,0,0,1,Jai shree Ram 
4348,2,1,1,"Modi-Shah turned Delhi into Kashmir ! In each 15 days one Hinu young man is being killed! Neither police doing encounter nor Hindus doing 'lynching ! How will problem solve ? In Patel Nagar a young Hindu boy was killed by 5 Muslims Ufeeja,Hamaja,Afjal,Adnan & Abbas ! No arrest ! "
3120,0,0,0,"@USER @USER @USER @USER Is accepting a petition on Demonetisation of currency by SC legally tenable, if not, should some face impeachment? "
5588,1,0,0,"His embargo on Venezuela was a doozy. US suppliers started buying from Russia  who in turn were buying Venezuela oil dirt cheap, slapping a Russian sticker on it, and laundering back to the US at full market price. Now the destabilized Venezuela has more migrants seeking asylum. "
7929,2,1,0,"To show how useless the police are, why don't people sit down in the road entrances to police stations. Lets see if emergency vehicles are important to move freely and the people sitting down are dragged away and arrested for obstruction. one rule for one! "
6839,0,0,0,How? Each team will play everyone else once. It'll be like the IPL except teams will only okay each other once instead of twice. Now please don't tell me that the IPL is like a bilateral series 
6807,2,1,1,It always very clear that Khujliwal is a Godse Lover 
4991,1,0,1,"@USER this sadahua mind apne corrupt netaon ko Bhagat Singh, Sardar Patel banata hai iske jaisa ghatiya admi koi nahi hoga "
4158,1,0,1,To reh nay de Bhai tere per bharosa nahi bilkul bhi. Demonetisation was good wale 
4380,1,0,0,Inflation is north of the border too Teddy… 
7584,0,0,1,"ये अच्छा फैसला हैं , पर आप हिंदी में ना लिखे !
Good decision likhe.. Jay Shah ji ka acnt hai.. "
6734,0,0,0,"In the midst of one of the worst communal riots ever in Kanpur, he  threw himself into the middle of it, trying to control tensions, saving many victims, but unfortunately he was killed by a mob while trying to control it, just 2 days after the hanging of Bhagat Singh. "
4005,1,1,1,"RSS ಬಹಿರಂಗವಾಗಿ ತಲ್ವಾರ್ ,ತ್ರಿಶೂಲ ಮೆರವಣಿಗೆ ಮಾಡಿದಾಗ,ಆಯುದ ಪೂಜೆಯ ಹೆಸರಲ್ಲಿ ಅಕ್ರಮ ಶಸ್ತ್ರಾಸ್ತ್ರ ಬಂದೂಕುಗಳಿಗೆ ಪೂಜೆ ಮಾಡಿದಾಗ ಇಲ್ಲದ UAPA ,ಯಾವುದೇ ಸೂಕ್ತ ಪುರಾವೆ ಇಲ್ಲದಿದ್ದರೂ ಸಂಶಯದ ಆಧಾರದ ಮೇಲೆ SDPI ನಾಯಕರನ್ನು ಹಾಗೂ ಕಾರ್ಯಕರ್ತರನ್ನು UAPA ಹಾಕಿ ಗುರಿ ಪಡಿಸುವುದರ ಹಿಂದಿನ ದುರುದ್ದೇಶವೇನು? @USER "
4001,1,1,1,"Imagine, just imagine the Ex FM of a nation is mocking his own motherland.
Now we can understand why he went mad after demonetisation..
Listen, my motherland is greatest of all the nations, the Tihar Returned  scamstets won't understand it..
Janani janmabhumish swargadpi gariyasi "
7207,0,0,1,"Rahul Gandhi did the same.
Now he is on the roads. "
1486,1,0,0,"It's just like ban on open defecation.
Where are the public toilets?
Just ban for banning sack. "
1195,2,1,1,"The Evil Eleven were set free & honored because slaughtering Muslims & raping their women fulfilled Golwalkar-Savarkar ideology. 

Modi is a cult figure because he had masterminded the carnage & made every BBajrangi a MaharanaP & the entire tribe proud in the reflected glory. "
5007,0,0,0,"Censorship is to art as lynching is to justice.
Henry Louis Gates Jr "
3403,0,0,0,This is the result when you make a secular state what ever you have written is secularism 
1205,0,0,0,"Lifting ban on RSS was not generosity of Nehru. Read the history. Golwalkar challenged to prove RSS guilty but Govt could not. Then HM, Morarji Dessi finally unconditionally lifted ban on RSS. RSS didn't give even a word of undertaking also. Find it on net. "
4082,1,1,0,Genius in line for noble in economics like the master with demonetisation 
4858,2,0,0,"Yeah, but when you show up, it’s to carry water for Biden. Why are we spending billions on Ukraine? Inflation at 40 year high! Gas prices higher. Stop begging other countries for oil! When are you shutting the southern border? #FJB "
5239,1,1,0,"""My whole life my dad didn't say what would Allah think, he said what would the people think? And so I grew up with so much shame and lack of love for spiritual acts like hijab which I wanted to do purely out of love for Allah but was taught my whole life I should do for people."" "
954,2,1,0,"Go and read the book ""Bunch of thought"" written by Golwalkar . Golwalkar is the founder of RSS. In this book it is written that all Indian woman should have their first child sired by a Brahmin male. Now you know why a dalit can't be Chief of RSS. "
5955,0,0,0,"You missed the point — it is only a free lunch as to those kids because someone else is paying for it.  Putting aside the proposed benefits of this plan, it still pales compared to the damage wrought by the Governors overly long lockdown (which he of course was not subject to) "
3389,1,1,1,All your useless gyaan is to Hindus because others don't care for your brand of feminism and secularism 
1688,0,0,1,"more clarity needed??

A law should be made to bring more clarity on the issue?? @USER @USER #MTPact #MaritalRape "
7003,0,0,1,ipl में फिर तो काफी समय लग जायेगा। 
417,1,0,0,"My full support to you but before that tell me where are those files which you were always saying against Robert Vadra infront of cameras,why you not allowing permission to case against kanhaiya kumar,why you took U turn on farmer's bill ?? "
908,2,1,0,76% people in Indian jails are undertrials and not convicted. Pedo murderers get bail because they are not convicted. Innocent civilians are killed daily by the police. The authority you are talking about is the biggest reason behind indias backwardness. 
3281,0,0,0,Should america do demonetisation? 
1617,1,0,0,How is it possible that no one knows how to make a good website for ISRO 
2122,1,1,1,"Aapki tarah har  koi nahi sochta hoga. Jinka festival hi nahi hai unka waha kya kaam. Ye jo v hua inki wajah se hua. Inke pagal bachhe mandir tod denge, hindu ladkiyon ko love jihad me fasana. Bjp ne nahi kiya ye sab. Aapke aqnkho me jo patti hai usko utarna chahti hai. "
1625,0,0,0,Seeing as the average thickness of earths crust in the ocean 5000m to 7000m i think we are safe with 1000m. And if its on continental part of the crust its like 35000m plus. We good. 
2888,0,0,1,"Chidambaram: They have not shown it to the Parliament. They have not placed it in the public domain. At least the Supreme Court should view these docs...This is the highest court of the land.

The court is adjourned for lunch. #Demonetisation #SupremeCourtofIndia "
6923,1,0,1,और सिकंदर रजा को तोहफ़े मे IPL का contract दिया जाए | 
574,0,0,1,Jis ki drainage slow hoti hai due to tides and congested urban centers overburden the infra. Sure the same as rivers and their thin flood plains. 
1991,0,0,0,"There is no corruption whatsoever.
Demonetisation was an excellently planned methodology to root out corruption. "
5292,1,1,1,"We don't hear much voices from the occidental "" feminists ""... often more busy fighting for the "" rights "" of "" women "" to wear Hijab & Burkini.
Be our voice for once #MahsaAmini #IranRevoIution "
2424,0,0,0,"Including me and him were calling Demonetisation a Draconian action, but it is yielding now positive side effects. "
5710,0,0,1,No healthy child should get the COVID-19 jab. 
7570,0,0,0,@USER Some positive news from India 
6308,1,0,0,"Really? That's why you see Muslim men marrying children? That practice has been a custom for centuries, because it came from poor families marrying into better families. It's an outdated custom that has not been relevant for years. Do your research. "
3360,2,0,0,"What was your view when SC intervened in almost all executive issues from 2011 till 2014

Have a limit on double standards

Make a point that is acceptable to all , not amongst Rightwingers only

Not even a single thing achieved, as claimed by Govt for demonetisation । "
6020,2,1,0,Why Canadians are putting up with this dictatorship? America must learn how Marxist leftist can easily become tyrannical. 
2971,1,0,1,"What about bjp scams

Coffingate
Vyapam
Mines scam
Jobs scam
Rafale scam
Scam exposed by S Malik
Karnataka cut commission
UP police extortion list

And
Demonetisation
Electoral bonds
Horse trading "
1067,1,1,1,While talking about the outcome of the Quit India Movement Golwalkar said: Sangh vowed not to do anything directly #RSSBrokeIndia 
7231,0,0,0,@USER hope to see u  playing for RCB in ipl 2023 
6352,0,0,1,"UN and US have been working together and the full list of terror organisations and all the links down UN. In case of Hindus cowardice acts on other commodities in Kenya-Asia… i.e Jews, Christians, Muslims, Dalits, Hindus attack on Hindus i.e Thakur killing Brahmins….is recorded "
5930,1,0,0,had the same once. my acupuncturist nearly cured me in one session. literally drained out my whole sinuses into a bucket. she was a legend (in nyc) but with a bit of recon i bet you can find a good one x 
7069,0,0,0,Still its match fees. There is a huge difference in Central contracts offered. However big money is still made in IPL and endorsements which is market driven. 
3072,2,0,0,When a PM didnt think twice b4 smothering the people with demonetisation doesn't need an invitation.. 
1756,1,1,0,"You had sex with your wife at night and next morning you found her sext with her lover, you confront her and BINGO, she goes to a police station and file marital rape case against you...

Sir, can this happen in reality and if yes, how'd you deal with it? "
4166,1,0,1,"Partition, taB nai To thode years k bad hota, but  100% partition hota, no doubt in that.
Only the good thing happened , because of Great Patel Saheb, we can see , best India's map.
Nai to India main kitne place per Pakistan, bante can't imagine.
Sardar Patel, MahaManav. "
31,0,0,1,Lo behold... will she attend parliament or the tada court. What happened to the banning criminals & undertrials from contesting polls 
8078,0,0,1,PROUD OF FELLOW INDIAN ARMYS LET'S KEEP STREAMING 
2473,1,0,0,"Demonetisation, poorly implemented GST, unplanned policies, unplanned hasty lockdown destroyed economy. "
7887,0,0,0,"Quite frankly, he doesn't need to attend. @USER is representing the UK.  The PM has Domestic issues to attend to.

One last thing, there is no climate emergency. "
4336,0,0,0,"Last I checked people who are overdosing deserve medical care too. The medical professionals could’ve administered care and he could’ve seen his day in court for all the crimes y’all scream about. That’s what’s supposed to happen for Americans, not a literal lynching. "
7660,0,0,1,Can woman's game have 90000+ crowd????? 
7201,0,0,1,@USER kyu nahi 
4519,1,1,0,"Ok, but yet corporations are making record profits. They wouldn't be having record profits if they weren't jacking up the price beyond what the inflation difference is. Corporations are doing this. Not the government. You only care about yourself. No one cares about you Jay "
1048,1,0,1,"M S Golwalkar, the RSS’ Sarsanghchalak,  at a press conference in Delhi on August 24, 1949, termed Pakistan an “uncertain state” and stated “If partition is a settled fact, we are here to unsettle it
. #विभाजन_विभीषिका_स्मृति_दिवस "
2642,1,1,1,"Liyaqat Bhai, kuchh gairat bachi ho toh Wasim rizwi ki tarah Ghar wapasi kar lo woh akela pad gaya hai , Sanatan mein isko company mil jayegi dono milkar bajana "
2364,0,1,1,Conversions are happening rapidly...some Islamic..some missioinary...some say gharwapasi...some khalistani conversions...dont know how this conversion from TRS to BRS take up for 
718,1,0,1,"Fact: 76% of people arrested in India are undertrials, of which 20% are muslims and 73% are Dalits and Adivasis

And I hear people saying aaj kal kaha hota hai discrimination? #dalits #muslims "
5859,1,1,0,"Not in your constituency.
Didn't vote Tory.

Johnson was eventually forced out when his lies became too much.
Surprisingly his suspicious links with Russia, his laziness, careless attitude towards security and inability to follow lockdown rules  hadn't already done it. "
7807,0,0,1,Gandhi ji 
7363,0,0,1,Proliner @USER setting example for others too... 
352,2,0,1,"Never!
Gov is enjoying Hindu Muslim, Ram Mandir.
Farmer's Bill
CAA /NRC
UAPA
ETC
ETC..... "
2072,1,1,1,"@USER #ImpotentSecularist Muslim Appeasement-by Mallu Media,Suckup Muslims are non Muslim allowed in Mecca- Medina? #80,000Muslim Babies born daily-who Feeds them? Forcefully-98%Criminals are Muslims,Victims #HindusUnderAttack RAPE-MURDER-LOVEJIHAD @USER @USER "
6875,0,0,1,Kohli 973 runs in a single IPL season - 2016 
3761,0,0,0,"BJP came to power by leveraging anti-corruption & lokpal campaign in 2014, moved demonetisation not with an intent to bring black money or cross border terrorism but to drain money from opposition political parties to weaken opposition political parties to fight elections "
3177,2,1,1,Can't UAPA case be filed in Bihar or Chhattisgarh against RSS-BJP leaders who called for boycott of Мц$|¡м$? @USER @USER do something. 
6531,2,1,1,Twitter wall ko ganda mar raha hai aukat hai to DM mein aa ye bola maine par tu phattu hai tere Godse “ji” ke tarah jisko latka diya bharat ne. Phattu  never dared to touch Jinnah or britishers or any muslim league leader and killed@our own. makkar deshrohi fattu gaddar sab k sab 
7562,2,1,1,चेहरा भी किसका match fixing और सट्टेबाज़ी में BCCI और ICCI से निलंबित क्रिकेटर अज़रूद्दीन। 
4359,2,1,0,"CBO Confirms to Graham: Dems’ “Inflation Reduction Act” Won’t Reduce Inflation -
“Proposal’s effect on inflation is negligible at best.” Congressional Budget Office say’s different Brandon. You lie like a cheap rug. "
7364,2,1,0,Congress is not a political party.. It is a INC Pvt. Ltd. made by royal Gandhi family for loot people and build new scams.. @USER @USER @USER @USER @USER 
6495,2,1,1,"We already had one Indira Gandhi Khan, now never, I don't want to see people being kuuulll, and don't want to see my wife, mother, and daughter in black bat cloth... We gave you Pakistan, ask them to get a Hindu, President or Prime minister etc. Stop dreaming

TIME IS POWERFUL "
1587,1,0,0,Hire some good front end engineers. This design is 40 years old. You aren't celebrating 35th years its 75 
637,1,0,0,">Uses the example of a genuine flood that is wreacking havoc against an urban flood that is result of local government faliure

Learn to argue better. "
5576,2,1,0,"Are we to become Rwanda?Guardian reading tofu types blocking her need to send migrants to the colonies, so expensively  the flights should be a 5 star holiday. Refugees cant stay in the UK or help farm or grow the economy. We should become a police state no protest just batons. "
4231,2,1,1,"KITI HATTYA AATMHATYA RAPE, LUT MAR ,SARKAR CHA KAY SAMBANDH AAMHI KHOKE BAZ  JANDEVAK NAHICH AAMHI ? "
5562,2,1,0,"Migrants living the American dream, Americans not so much. "
4985,1,0,1,Ndtv and it's casteist elite owners find it hard to see a dalit vying to become a national party's president! He has a name @USER ! shame on all the people who work for NDTV! 
837,1,0,0,Its for undertrials who are in jail for more than 10 years. 
3005,2,1,1,"#Demonetisation #SupremeCourtofIndia #LaxmanRekha Hang on a mo! It is the usual #court trick?
The present #CJI demits office on Nov. 8th. And the next hearing is due on Nov. 9th. The New #CJI WILL HAVE TO BE SWORN IN ON NOV. 9TH? 
WILL THE WHOLE RIGMAROLE START ALL OVER AGIAIN? "
4794,0,0,0,". @USER now focuses on housing and the well-known point that government indices lag private sector indices of newly leased residences. Therefore, he argues one should not worry about projected high inflation rates because they are driven by housing. 2/N "
2265,0,1,1,had hai MATLAB ghar wapasi kab kar rhe ho ye btao 
2351,2,1,1,"#LG_Saxena_Ghatiya_Hai LG Delhi has not got a cheap LG like Vinai Saxena.
KVIC itself is sitting by doing demonetisation scam and is putting its feet in every work by falsely accusing the Delhi government of corruption. "
1501,0,0,0,They are trying to encourage open defecation by giving them kettle to put water and tissue to clean bumbum. 
3053,1,0,0,Will SC view the arguments in an unbiased manner. #Demonetisation 
7094,0,0,1,Bhai vapas aa gaye IPL se.. 
879,2,0,0,"I met young Kashmiris in jail whose families can’t fight long legal battles. It brought tears to my eyes while hearing their ordeal. 

Ease of justice as vital as ease of doing business: PM pushes for undertrials' speedy release | India News - Times "
3899,1,0,0,"And also :
Women safety 
Imposition of Hindi 
Autonomous institutions lost its credibility 
Demonetisation failure 
Improper GST rollout 
Union government (ruling party) NOT spending time for country’s growth, instead dividing people.
Rich get richer and poor down after 2014 etc "
1110,2,1,0,What a load of rubbish.If you are going after Golwalkar for what he wrote in a book then you better start lecturing monotheist religions like Christianity and islam which even hate the very existence of polytheists. The permanent damages done by these two cults are irreversible. 
3196,1,0,0,"Why don't you ask your high command member also who only stood in queue  for withdrawal of Rs.4,000 only once. You may be ask yourself also if you never had withdrawn any amount during demonetisation period. "
2597,1,0,0,"At the stroke of midnight when the world sleeps,India will awake to misery & hardships followed by an Economic distress of unknown magnitude.
8th Nov 2016 #demonetisation "
2919,0,0,1,"Chidambaram points out the absence of a comprehensive affidavit from the Union's side.

Justice Nazeer to Union: Someone should sit and sort these out on your side. This is a serious issue. #Demonetisation #SupremeCourtofIndia "
7794,0,0,1,"UPI ko to nehru ji ne launch Kiya tha.
Express way bhi nehru/Indira kaal mein Bane.
Article 370 to Rahul Gandhi ne hatwaaya. "
6315,0,0,0,"Muslims. In majority of these 50% homes which are owned by our Muslim brothers it is the 2nd, 3rd or 4th wife who lives in them. In many of these homes are boys. Now boys require a father figure someone who can control them but unfortunately the father's only make technical . "
1987,1,1,1,"Why are you putting secularism everywhere and declaring communalism.?

If you have guts then ask muslim women's, girls to be a part and enjoy the brotherhood and secularism..

Jock is they want there girls ware hijab in schools but boys enjoy garba do love jihad with others. "
5779,2,0,0,"So sorry for your loss. My cousin killed himself after lockdown isolation. My parents, who knew him since a baby, cldnt go to Aberdeen for funeral. Sis + I went, 6 hr drive, for ceremony + left immediately after. Heartbreaking. Johnson had parties. Never forgiving him, ever. "
7384,0,0,0,Good knock ok sir I was respect but I want this knock important match I am your big fan 
3826,0,0,1,To Be Continue FRNDS @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #आदिवासी_जनगणना_कॉलम_दो #जड़ावता_मांगे_रास्ता_निर्माण 
5278,0,1,1,"When Iranian rock climber Elnaz Rekabi went up to the wall without the mandatory hijab, she knew that she would endure rape, torture and likely murder. They did it to Navid Afkari and the world said nothing. Save her life by speaking up! #مهسا_امینی "
889,0,0,1,"@USER @USER @USER Dear Sirs, it's the tradition to accord freedom to undertrials with good conduct on the eve of Independence Day.
On this special 75th Independence Day, #AjadiKaAmritMahotsav senior citizens pray for justice  in long pending court cases. "
6166,2,0,1,Abe gadhe Dandiya me log enjoy karte h...gana gaate h ..dance karte h ....ab wahi pe koi Pooja karne lage aur tujhe washroom jana ho to pant me hi hug dega na.... Kuch bhi... 
6906,2,0,0,If there is no IPL contract issue so Indian cricket needs more hard work than Pakistan. 
1507,0,0,0,I don't know this tweet is helpful for Araria district or not but in my Village open defecation is a huge problem 
4653,2,1,0,"So appease the dictator, I’m sure that will get you peace in the long run. Or let the dictator rape, pillage, and conquer. I’m sure said dictator would never think about knocking on your door… right? "
841,0,0,1,"Is India's Undertrial Problem Getting Worse?
Latest NCRB-National Crime Records Bureau data on Prison Statistics show Undertrials comprise 76% in 2020, up from 69% in 2019.
Intellectual says Why #InnocentsBehindBars ?
न्याय कब मिलेगा
Justice In Waiting "
108,1,1,0,"@USER @USER Where is equality as enshrined in our Constitution. On one hand 66% of the inmates are undertrials,many under bailable charges on other people like @USER are allowed bailS. Now @USER will set him free. When will Equality actually exist? "
3668,0,0,0,It appears that the aquital is on technical grounds that the approval of  competent authority had not been taken for protection under uapa. 
7910,0,0,0,"The need for order of the state of emergency in katsina due to the insecurity situation the government on board can not curtailed the menace, the greatest failure to the katsina people is Masaris administration. "
3228,0,0,0,"Need one more Demonetisation- remove ₹500 & ₹2000 currencies from the system completely, 200 & 100 in another 5 Yrs time "
7518,0,0,1,Well played bhai.. congratulations You thoroughly deserve an IPL contract bro 
